Event Clearance Description,Event Clearance Date,Hundred Block Location,Longitude,Latitude,Incident Location
PROSTITUTION,02/13/2014 04:24:00 PM,AURORA AV N / N 128 ST,-122.344967474,47.722300779,"(47.722300779, -122.344967474)"
PROSTITUTION,02/13/2014 01:15:00 PM,105XX BLOCK OF AURORA AV N,-122.344706416,47.705798569,"(47.705798569, -122.344706416)"
PROSTITUTION,02/12/2014 10:28:00 PM,3 AV S / S STACY ST,-122.329989151,47.581891111,"(47.581891111, -122.329989151)"
PROSTITUTION,02/12/2014 01:26:00 PM,N 94 ST / AURORA AV N,-122.344603223,47.697081872,"(47.697081872, -122.344603223)"
PROSTITUTION,02/11/2014 10:36:00 AM,135XX BLOCK OF AURORA AV N,-122.345027037,47.727768617,"(47.727768617, -122.345027037)"
PROSTITUTION,02/10/2014 09:37:00 PM,137XX BLOCK OF LAKE CITY WY NE,-122.292280792,47.729201107,"(47.729201107, -122.292280792)"
PROSTITUTION,02/10/2014 05:24:00 AM,117XX BLOCK OF AURORA AV N,-122.344896098,47.717174469,"(47.717174469, -122.344896098)"
PROSTITUTION,02/08/2014 01:38:00 PM,N 125 ST / AURORA AV N,-122.344940802,47.719570093,"(47.719570093, -122.344940802)"
PROSTITUTION,02/08/2014 11:58:00 AM,117XX BLOCK OF AURORA AV N,-122.344896098,47.717174469,"(47.717174469, -122.344896098)"
FELONY WARRANT SERVICE,02/08/2014 01:26:00 AM,10 AV S / S JACKSON ST,-122.319642119,47.599183517,"(47.599183517, -122.319642119)"
NARCOTICS WARRANT SERVICE,02/08/2014 01:15:00 AM,10 AV S / S JACKSON ST,-122.319642119,47.599183517,"(47.599183517, -122.319642119)"
PROSTITUTION,02/07/2014 09:19:00 PM,N 90 ST / AURORA AV N,-122.34456766,47.694184039,"(47.694184039, -122.34456766)"
PROSTITUTION,02/07/2014 07:17:00 PM,125XX BLOCK OF AURORA AV N,-122.344946829,47.720481993,"(47.720481993, -122.344946829)"
PROSTITUTION,02/07/2014 07:29:00 AM,117XX BLOCK OF AURORA AV N,-122.344896098,47.717174469,"(47.717174469, -122.344896098)"
PROSTITUTION,02/04/2014 08:50:00 AM,117XX BLOCK OF AURORA AV N,-122.344896098,47.717174469,"(47.717174469, -122.344896098)"
PROSTITUTION,02/03/2014 05:26:00 AM,117XX BLOCK OF AURORA AV N,-122.344896098,47.717174469,"(47.717174469, -122.344896098)"
PROSTITUTION,02/02/2014 07:05:00 AM,117XX BLOCK OF AURORA AV N,-122.344896098,47.717174469,"(47.717174469, -122.344896098)"
PROSTITUTION,02/01/2014 10:07:00 PM,10 AV S / S KING ST,-122.319646612,47.598347148,"(47.598347148, -122.319646612)"
PROSTITUTION,02/01/2014 10:07:00 PM,10 AV S / S KING ST,-122.319646612,47.598347148,"(47.598347148, -122.319646612)"
PROSTITUTION,02/01/2014 09:11:00 PM,10 AV S / S KING ST,-122.319646612,47.598347148,"(47.598347148, -122.319646612)"
PROSTITUTION,02/01/2014 09:11:00 PM,10 AV S / S KING ST,-122.319646612,47.598347148,"(47.598347148, -122.319646612)"
SUSPICIOUS PERSON,02/01/2014 02:41:00 PM,1 AV / PIKE ST,-122.340016517,47.608819662,"(47.608819662, -122.340016517)"
SUSPICIOUS PERSON,02/01/2014 02:41:00 PM,1 AV / PIKE ST,-122.340016517,47.608819662,"(47.608819662, -122.340016517)"
PROSTITUTION,02/01/2014 06:31:00 AM,117XX BLOCK OF AURORA AV N,-122.344896098,47.717174469,"(47.717174469, -122.344896098)"
PROSTITUTION,02/01/2014 06:31:00 AM,117XX BLOCK OF AURORA AV N,-122.344896098,47.717174469,"(47.717174469, -122.344896098)"
PROSTITUTION,01/31/2014 04:49:00 PM,125XX BLOCK OF AURORA AV N,-122.344946829,47.720481993,"(47.720481993, -122.344946829)"
PROSTITUTION,01/31/2014 04:33:00 PM,122XX BLOCK OF AURORA AV N,-122.344896098,47.717174469,"(47.717174469, -122.344896098)"
PROSTITUTION,01/31/2014 04:03:00 PM,116XX BLOCK OF AURORA AV N,-122.344834271,47.713547979,"(47.713547979, -122.344834271)"
PROSTITUTION,01/29/2014 04:35:00 PM,120XX BLOCK OF AURORA AV N,-122.344896098,47.717174469,"(47.717174469, -122.344896098)"
PROSTITUTION,01/28/2014 02:12:00 PM,100XX BLOCK OF COLLEGE WY N,-122.334524328,47.702331629,"(47.702331629, -122.334524328)"
PROSTITUTION,01/27/2014 08:11:00 PM,N 90 ST / AURORA AV N,-122.34456766,47.694184039,"(47.694184039, -122.34456766)"
PROSTITUTION,01/27/2014 08:17:00 AM,117XX BLOCK OF AURORA AV N,-122.344896098,47.717174469,"(47.717174469, -122.344896098)"
PROSTITUTION,01/27/2014 03:51:00 AM,10XX BLOCK OF AIRPORT WY S,-122.324785645,47.593718216,"(47.593718216, -122.324785645)"
PROSTITUTION,01/26/2014 03:16:00 PM,N 128 ST / AURORA AV N,-122.344967474,47.722300779,"(47.722300779, -122.344967474)"
PROSTITUTION,01/25/2014 01:31:00 AM,3XX BLOCK OF DEXTER AV N,-122.342376653,47.62147207,"(47.62147207, -122.342376653)"
PROSTITUTION,01/24/2014 10:30:00 PM,3XX BLOCK OF DEXTER AV N,-122.342376653,47.62147207,"(47.62147207, -122.342376653)"
PROSTITUTION,01/24/2014 10:30:00 PM,4XX BLOCK OF DEXTER AV N,-122.342366421,47.622639747,"(47.622639747, -122.342366421)"
PROSTITUTION,01/24/2014 08:12:00 PM,92XX BLOCK OF AURORA AV N,-122.344586493,47.695996749,"(47.695996749, -122.344586493)"
PROSTITUTION,01/24/2014 07:13:00 PM,141XX BLOCK OF AURORA AV N,-122.345070042,47.731674149,"(47.731674149, -122.345070042)"
PROSTITUTION,01/23/2014 06:21:00 AM,117XX BLOCK OF AURORA AV N,-122.344896098,47.717174469,"(47.717174469, -122.344896098)"
SUSPICIOUS PERSON,01/23/2014 04:32:00 AM,25XX BLOCK OF 1 AV,-122.349213986,47.614972444,"(47.614972444, -122.349213986)"
PROSTITUTION,01/22/2014 07:05:00 AM,117XX BLOCK OF AURORA AV N,-122.344896098,47.717174469,"(47.717174469, -122.344896098)"
PROSTITUTION,01/22/2014 01:31:00 AM,AURORA AV N / N 97 ST,-122.344632325,47.699617846,"(47.699617846, -122.344632325)"
PROSTITUTION,01/21/2014 11:32:00 PM,AURORA AV N / N 88 ST,-122.344543614,47.692380115,"(47.692380115, -122.344543614)"
PROSTITUTION,01/21/2014 08:05:00 AM,117XX BLOCK OF AURORA AV N,-122.344896098,47.717174469,"(47.717174469, -122.344896098)"
PROSTITUTION,01/20/2014 06:00:00 PM,81XX BLOCK OF 50 AV S,-122.27080309,47.529727507,"(47.529727507, -122.27080309)"
PROSTITUTION,01/17/2014 03:57:00 PM,100XX BLOCK OF AURORA AV N,-122.344655379,47.701792104,"(47.701792104, -122.344655379)"
ACCIDENT INVESTIGATION,01/17/2014 01:24:00 PM,85XX BLOCK OF 15 AV NW,-122.376804388,47.691519302,"(47.691519302, -122.376804388)"
PROSTITUTION,01/16/2014 09:55:00 PM,RAINIER AV S / S MYRTLE ST,-122.270728942,47.538904673,"(47.538904673, -122.270728942)"
PROSTITUTION,01/16/2014 12:43:00 PM,77XX BLOCK OF RAINIER AV S,-122.269986904,47.533143432,"(47.533143432, -122.269986904)"
PROSTITUTION,01/15/2014 05:27:00 AM,117XX BLOCK OF AURORA AV N,-122.344896098,47.717174469,"(47.717174469, -122.344896098)"
PROSTITUTION,01/15/2014 03:14:00 AM,6XX BLOCK OF 7 AV S,-122.323758537,47.597091537,"(47.597091537, -122.323758537)"
PROSTITUTION,01/14/2014 02:25:00 PM,120XX BLOCK OF AURORA AV N,-122.344896098,47.717174469,"(47.717174469, -122.344896098)"
PROSTITUTION,01/14/2014 08:01:00 AM,117XX BLOCK OF AURORA AV N,-122.344896098,47.717174469,"(47.717174469, -122.344896098)"
PROSTITUTION,01/13/2014 07:20:00 PM,122XX BLOCK OF AURORA AV N,-122.344896098,47.717174469,"(47.717174469, -122.344896098)"
PROSTITUTION,01/13/2014 07:20:00 PM,N 130 ST / AURORA AV N,-122.34497772,47.72321099,"(47.72321099, -122.34497772)"
PROSTITUTION,01/13/2014 11:14:00 AM,N 94 ST / AURORA AV N,-122.344603223,47.697081872,"(47.697081872, -122.344603223)"
PROSTITUTION,01/11/2014 07:39:00 AM,117XX BLOCK OF AURORA AV N,-122.344896098,47.717174469,"(47.717174469, -122.344896098)"
PROSTITUTION,01/10/2014 05:35:00 PM,48XX BLOCK OF S AUSTIN ST,-122.27131667,47.534690329,"(47.534690329, -122.27131667)"
PROSTITUTION,01/08/2014 03:46:00 PM,N 100 ST / AURORA AV N,-122.344652477,47.701427305,"(47.701427305, -122.344652477)"
PROSTITUTION,01/06/2014 08:35:00 PM,6XX BLOCK OF 4 AV,-122.330624756,47.60359055,"(47.60359055, -122.330624756)"
PROSTITUTION,01/04/2014 07:03:00 AM,117XX BLOCK OF AURORA AV N,-122.344896098,47.717174469,"(47.717174469, -122.344896098)"
PROSTITUTION,01/04/2014 01:32:00 AM,115XX BLOCK OF AURORA AV N,-122.344834271,47.713547979,"(47.713547979, -122.344834271)"
PROSTITUTION,01/03/2014 06:52:00 AM,117XX BLOCK OF AURORA AV N,-122.344896098,47.717174469,"(47.717174469, -122.344896098)"
PROSTITUTION,12/30/2013 07:49:00 PM,15XX BLOCK OF 1 AV S,-122.334196046,47.589270379,"(47.589270379, -122.334196046)"
PROSTITUTION,12/30/2013 06:47:00 AM,117XX BLOCK OF AURORA AV N,-122.344896098,47.717174469,"(47.717174469, -122.344896098)"
PROSTITUTION,12/29/2013 02:03:00 AM,90XX BLOCK OF DELRIDGE WY SW,-122.359626598,47.522334228,"(47.522334228, -122.359626598)"
PROSTITUTION,12/28/2013 07:11:00 PM,50XX BLOCK OF S DIRECTOR ST,-122.270307754,47.522326249,"(47.522326249, -122.270307754)"
PROSTITUTION,12/27/2013 03:05:00 PM,50XX BLOCK OF S ROSE ST,-122.270391186,47.529123844,"(47.529123844, -122.270391186)"
PROSTITUTION,12/26/2013 04:45:00 PM,N 95 ST / AURORA AV N,-122.344608115,47.69780844,"(47.69780844, -122.344608115)"
PROSTITUTION,12/26/2013 12:03:00 PM,95XX BLOCK OF AURORA AV N,-122.344612328,47.698170962,"(47.698170962, -122.344612328)"
PROSTITUTION,12/24/2013 06:43:00 PM,N 135 ST / AURORA AV N,-122.345018865,47.726857313,"(47.726857313, -122.345018865)"
PROSTITUTION,12/23/2013 08:20:00 PM,N 95 ST / AURORA AV N,-122.344608115,47.69780844,"(47.69780844, -122.344608115)"
PROSTITUTION,12/23/2013 07:09:00 AM,117XX BLOCK OF AURORA AV N,-122.344896098,47.717174469,"(47.717174469, -122.344896098)"
PROSTITUTION,12/19/2013 06:00:00 AM,117XX BLOCK OF AURORA AV N,-122.344896098,47.717174469,"(47.717174469, -122.344896098)"
PROSTITUTION,12/18/2013 07:16:00 PM,120XX BLOCK OF AURORA AV N,-122.344896098,47.717174469,"(47.717174469, -122.344896098)"
PROSTITUTION,12/18/2013 04:48:00 PM,120XX BLOCK OF AURORA AV N,-122.344896098,47.717174469,"(47.717174469, -122.344896098)"
PROSTITUTION,12/18/2013 02:46:00 PM,135XX BLOCK OF AURORA AV N,-122.345027037,47.727768617,"(47.727768617, -122.345027037)"
PROSTITUTION,12/17/2013 11:36:00 PM,2XX BLOCK OF DEXTER AV N,-122.342386716,47.620304003,"(47.620304003, -122.342386716)"
PROSTITUTION,12/17/2013 11:17:00 PM,RAINIER AV S / S MEAD ST,-122.27727986,47.550422912,"(47.550422912, -122.27727986)"
PROSTITUTION,12/17/2013 10:11:00 PM,65XX BLOCK OF 24 AV SW,-122.364070412,47.543768834,"(47.543768834, -122.364070412)"
PROSTITUTION,12/17/2013 10:00:00 PM,2XX BLOCK OF DEXTER AV N,-122.342386716,47.620304003,"(47.620304003, -122.342386716)"
PROSTITUTION,12/17/2013 09:13:00 PM,2XX BLOCK OF DEXTER AV N,-122.342386716,47.620304003,"(47.620304003, -122.342386716)"
PROSTITUTION,12/17/2013 08:25:00 PM,2XX BLOCK OF DEXTER AV N,-122.342386716,47.620304003,"(47.620304003, -122.342386716)"
PROSTITUTION,12/17/2013 06:26:00 PM,2XX BLOCK OF DEXTER AV N,-122.342386716,47.620304003,"(47.620304003, -122.342386716)"
PROSTITUTION,12/17/2013 11:56:00 AM,N 91 ST / AURORA AV N,-122.34457653,47.694907812,"(47.694907812, -122.34457653)"
PROSTITUTION,12/16/2013 03:07:00 PM,50XX BLOCK OF S ROSE ST,-122.270391186,47.529123844,"(47.529123844, -122.270391186)"
PROSTITUTION,12/16/2013 06:30:00 AM,117XX BLOCK OF AURORA AV N,-122.344896098,47.717174469,"(47.717174469, -122.344896098)"
PROSTITUTION,12/12/2013 07:27:00 PM,N 97 ST / AURORA AV N,-122.344632325,47.699617846,"(47.699617846, -122.344632325)"
PROSTITUTION,12/12/2013 07:27:00 PM,125XX BLOCK OF AURORA AV N,-122.344946829,47.720481993,"(47.720481993, -122.344946829)"
PROSTITUTION,12/11/2013 05:52:00 AM,117XX BLOCK OF AURORA AV N,-122.344896098,47.717174469,"(47.717174469, -122.344896098)"
PROSTITUTION,12/10/2013 06:55:00 PM,N 90 ST / AURORA AV N,-122.34456766,47.694184039,"(47.694184039, -122.34456766)"
PROSTITUTION,12/10/2013 12:15:00 PM,106XX BLOCK OF AURORA AV N,-122.344706416,47.705798569,"(47.705798569, -122.344706416)"
PROSTITUTION,12/10/2013 06:09:00 AM,117XX BLOCK OF AURORA AV N,-122.344896098,47.717174469,"(47.717174469, -122.344896098)"
PROSTITUTION,12/09/2013 07:06:00 PM,N 96 ST / AURORA AV N,-122.344616987,47.698532213,"(47.698532213, -122.344616987)"
PROSTITUTION,12/08/2013 04:56:00 AM,N 94 ST / AURORA AV N,-122.344603223,47.697081872,"(47.697081872, -122.344603223)"
PROSTITUTION,12/07/2013 03:03:00 PM,92XX BLOCK OF 57 AV S,-122.261590413,47.519781024,"(47.519781024, -122.261590413)"
PROSTITUTION,12/06/2013 07:27:00 AM,117XX BLOCK OF AURORA AV N,-122.344896098,47.717174469,"(47.717174469, -122.344896098)"
PROSTITUTION,12/06/2013 02:08:00 AM,9XX BLOCK OF N 87 ST,-122.345879167,47.692015837,"(47.692015837, -122.345879167)"
PROSTITUTION,12/05/2013 07:13:00 AM,117XX BLOCK OF AURORA AV N,-122.344896098,47.717174469,"(47.717174469, -122.344896098)"
PROSTITUTION,12/04/2013 10:23:00 AM,117XX BLOCK OF AURORA AV N,-122.344896098,47.717174469,"(47.717174469, -122.344896098)"
PROSTITUTION,12/04/2013 03:08:00 AM,20 AV S / S LANE ST,-122.306366434,47.596638873,"(47.596638873, -122.306366434)"
PROSTITUTION,12/04/2013 01:39:00 AM,9XX BLOCK OF S DEARBORN ST,-122.3202933,47.595826797,"(47.595826797, -122.3202933)"
PROSTITUTION,12/01/2013 12:22:00 PM,AURORA AV N / N 95 ST,-122.344608115,47.69780844,"(47.69780844, -122.344608115)"
PROSTITUTION,11/30/2013 07:22:00 PM,120XX BLOCK OF AURORA AV N,-122.344896098,47.717174469,"(47.717174469, -122.344896098)"
PROSTITUTION,11/28/2013 11:17:00 PM,6XX BLOCK OF JOHN ST,-122.344447918,47.61972788,"(47.61972788, -122.344447918)"
PROSTITUTION,11/28/2013 07:29:00 AM,117XX BLOCK OF AURORA AV N,-122.344896098,47.717174469,"(47.717174469, -122.344896098)"
PROSTITUTION,11/28/2013 05:25:00 AM,120XX BLOCK OF AURORA AV N,-122.344896098,47.717174469,"(47.717174469, -122.344896098)"
PROSTITUTION,11/27/2013 05:23:00 PM,100XX BLOCK OF COLLEGE WY N,-122.334524328,47.702331629,"(47.702331629, -122.334524328)"
PROSTITUTION,11/27/2013 05:23:00 PM,125XX BLOCK OF AURORA AV N,-122.344946829,47.720481993,"(47.720481993, -122.344946829)"
PROSTITUTION,11/27/2013 05:23:00 PM,125XX BLOCK OF AURORA AV N,-122.344946829,47.720481993,"(47.720481993, -122.344946829)"
PROSTITUTION,11/26/2013 08:28:00 PM,122XX BLOCK OF AURORA AV N,-122.344896098,47.717174469,"(47.717174469, -122.344896098)"
PROSTITUTION,11/24/2013 01:16:00 AM,DEXTER AV N / THOMAS ST,-122.342385694,47.620886042,"(47.620886042, -122.342385694)"
PROSTITUTION,11/23/2013 07:26:00 PM,100XX BLOCK OF COLLEGE WY N,-122.334524328,47.702331629,"(47.702331629, -122.334524328)"
PROSTITUTION,11/23/2013 02:59:00 AM,125XX BLOCK OF AURORA AV N,-122.344946829,47.720481993,"(47.720481993, -122.344946829)"
PROSTITUTION,11/23/2013 12:10:00 AM,97XX BLOCK OF AURORA AV N,-122.34463493,47.70007202,"(47.70007202, -122.34463493)"
PROSTITUTION,11/23/2013 12:10:00 AM,N 103 ST / AURORA AV N,-122.344679176,47.703601364,"(47.703601364, -122.344679176)"
PROSTITUTION,11/22/2013 11:32:00 PM,N 125 ST / AURORA AV N,-122.344940802,47.719570093,"(47.719570093, -122.344940802)"
PROSTITUTION,11/22/2013 11:31:00 PM,N 97 ST / AURORA AV N,-122.344632325,47.699617846,"(47.699617846, -122.344632325)"
PROSTITUTION,11/22/2013 10:08:00 PM,142XX BLOCK OF AURORA AV N,-122.345070042,47.731674149,"(47.731674149, -122.345070042)"
PROSTITUTION,11/22/2013 10:06:00 PM,N 109 ST / AURORA AV N,-122.344743415,47.708042567,"(47.708042567, -122.344743415)"
PROSTITUTION,11/22/2013 10:04:00 PM,N 102 ST / AURORA AV N,-122.344670303,47.702877591,"(47.702877591, -122.344670303)"
PROSTITUTION,11/22/2013 09:37:00 PM,125XX BLOCK OF AURORA AV N,-122.344946829,47.720481993,"(47.720481993, -122.344946829)"
PROSTITUTION,11/22/2013 09:12:00 PM,N 130 ST / AURORA AV N,-122.34497772,47.72321099,"(47.72321099, -122.34497772)"
PROSTITUTION,11/22/2013 01:34:00 PM,137XX BLOCK OF AURORA AV N,-122.34504704,47.729584799,"(47.729584799, -122.34504704)"
PROSTITUTION,11/22/2013 06:52:00 AM,117XX BLOCK OF AURORA AV N,-122.344896098,47.717174469,"(47.717174469, -122.344896098)"
PROSTITUTION,11/21/2013 07:46:00 PM,125XX BLOCK OF N PARK AV N,-122.349492155,47.720493915,"(47.720493915, -122.349492155)"
PROSTITUTION,11/20/2013 06:38:00 PM,122XX BLOCK OF AURORA AV N,-122.344896098,47.717174469,"(47.717174469, -122.344896098)"
PROSTITUTION,11/20/2013 01:26:00 AM,21 AV / E YESLER WY,-122.305045329,47.601671075,"(47.601671075, -122.305045329)"
PROSTITUTION,11/20/2013 01:07:00 AM,7 AV S / S WELLER ST,-122.323757569,47.597509149,"(47.597509149, -122.323757569)"
PROSTITUTION,11/19/2013 07:21:00 PM,N 125 ST / AURORA AV N,-122.344940802,47.719570093,"(47.719570093, -122.344940802)"
PROSTITUTION,11/19/2013 07:20:00 PM,N 125 ST / AURORA AV N,-122.344940802,47.719570093,"(47.719570093, -122.344940802)"
PROSTITUTION,11/19/2013 06:32:00 PM,120XX BLOCK OF AURORA AV N,-122.344896098,47.717174469,"(47.717174469, -122.344896098)"
PROSTITUTION,11/19/2013 05:16:00 PM,RAINIER AV S / S GARDEN ST,-122.270434957,47.537641602,"(47.537641602, -122.270434957)"
PROSTITUTION,11/18/2013 11:51:00 PM,89XX BLOCK OF LAKE CITY WY NE,-122.305476976,47.693476372,"(47.693476372, -122.305476976)"
PROSTITUTION,11/18/2013 02:51:00 PM,83XX BLOCK OF RAINIER AV S,-122.26998733,47.529330665,"(47.529330665, -122.26998733)"
PROSTITUTION,11/18/2013 01:50:00 AM,N 85 ST / AURORA AV N,-122.34452323,47.690562432,"(47.690562432, -122.34452323)"
PROSTITUTION,11/17/2013 01:57:00 AM,DEXTER AV N / THOMAS ST,-122.342385694,47.620886042,"(47.620886042, -122.342385694)"
PROSTITUTION,11/16/2013 12:03:00 AM,AURORA AV N / N 94 ST,-122.344603223,47.697081872,"(47.697081872, -122.344603223)"
PROSTITUTION,11/15/2013 09:29:00 PM,RAINIER AV S / S HANFORD ST,-122.295570541,47.574965658,"(47.574965658, -122.295570541)"
PROSTITUTION,11/15/2013 03:37:00 AM,82XX BLOCK OF AURORA AV N,-122.344512563,47.688750919,"(47.688750919, -122.344512563)"
PROSTITUTION,11/13/2013 12:52:00 PM,83XX BLOCK OF RAINIER AV S,-122.26998733,47.529330665,"(47.529330665, -122.26998733)"
PROSTITUTION,11/13/2013 03:15:00 AM,BEACON AV S / S BAYVIEW ST,-122.313806517,47.581014354,"(47.581014354, -122.313806517)"
PROSTITUTION,11/12/2013 10:27:00 PM,24XX BLOCK OF BEACON AV S,-122.314227491,47.581468583,"(47.581468583, -122.314227491)"
PROSTITUTION,11/12/2013 07:32:00 PM,AURORA AV N / N 130 ST,-122.34497772,47.72321099,"(47.72321099, -122.34497772)"
PROSTITUTION,11/12/2013 07:32:00 PM,120XX BLOCK OF AURORA AV N,-122.344896098,47.717174469,"(47.717174469, -122.344896098)"
PROSTITUTION,11/09/2013 10:47:00 AM,N 94 ST / AURORA AV N,-122.344603223,47.697081872,"(47.697081872, -122.344603223)"
PROSTITUTION,11/09/2013 03:01:00 AM,RAINIER AV S / S ORCAS ST,-122.277665215,47.551174801,"(47.551174801, -122.277665215)"
PROSTITUTION,11/08/2013 01:42:00 PM,105XX BLOCK OF AURORA AV N,-122.344706416,47.705798569,"(47.705798569, -122.344706416)"
PROSTITUTION,11/07/2013 07:26:00 PM,122XX BLOCK OF AURORA AV N,-122.344896098,47.717174469,"(47.717174469, -122.344896098)"
PROSTITUTION,11/07/2013 12:07:00 PM,N 96 ST / AURORA AV N,-122.344616987,47.698532213,"(47.698532213, -122.344616987)"
PROSTITUTION,11/07/2013 03:06:00 AM,8 AV N / HARRISON ST,-122.341068885,47.622049657,"(47.622049657, -122.341068885)"
PROSTITUTION,11/06/2013 04:49:00 PM,N 143 ST / AURORA AV N,-122.345080034,47.732307609,"(47.732307609, -122.345080034)"
PROSTITUTION,11/06/2013 02:12:00 PM,100XX BLOCK OF AURORA AV N,-122.344655379,47.701792104,"(47.701792104, -122.344655379)"
PROSTITUTION,11/06/2013 06:47:00 AM,117XX BLOCK OF AURORA AV N,-122.344896098,47.717174469,"(47.717174469, -122.344896098)"
PROSTITUTION,11/05/2013 04:14:00 PM,NW 92 ST / 6 AV NW,-122.363357888,47.696052918,"(47.696052918, -122.363357888)"
PROSTITUTION,11/04/2013 07:48:00 PM,N 160 ST / ASHWORTH AV N,-122.339983575,47.745059541,"(47.745059541, -122.339983575)"
PROSTITUTION,11/03/2013 07:14:00 PM,16XX BLOCK OF W ARMORY WY,-122.377333286,47.638638035,"(47.638638035, -122.377333286)"
PROSTITUTION,11/02/2013 01:21:00 AM,N 93 ST / AURORA AV N,-122.344594352,47.6963581,"(47.6963581, -122.344594352)"
PROSTITUTION,11/01/2013 11:18:00 AM,11XX BLOCK OF N 90 ST,-122.344027066,47.69418264,"(47.69418264, -122.344027066)"
PROSTITUTION,10/31/2013 02:20:00 PM,12XX BLOCK OF N 137 ST,-122.343009349,47.728673087,"(47.728673087, -122.343009349)"
PROSTITUTION,10/30/2013 02:54:00 AM,141XX BLOCK OF AURORA AV N,-122.345070042,47.731674149,"(47.731674149, -122.345070042)"
PROSTITUTION,10/29/2013 10:19:00 PM,S AUSTIN ST / RAINIER AV S,-122.26999264,47.534669416,"(47.534669416, -122.26999264)"
PROSTITUTION,10/29/2013 07:07:00 PM,141XX BLOCK OF AURORA AV N,-122.345070042,47.731674149,"(47.731674149, -122.345070042)"
PROSTITUTION,10/25/2013 02:38:00 PM,N 135 ST / AURORA AV N,-122.345018865,47.726857313,"(47.726857313, -122.345018865)"
PROSTITUTION,10/25/2013 12:07:00 PM,N 95 ST / AURORA AV N,-122.344608115,47.69780844,"(47.69780844, -122.344608115)"
PROSTITUTION,10/24/2013 05:18:00 AM,130XX BLOCK OF AURORA AV N,-122.344996831,47.725035552,"(47.725035552, -122.344996831)"
PROSTITUTION,10/23/2013 11:09:00 AM,6XX BLOCK OF BLANCHARD ST,-122.340484999,47.61626216,"(47.61626216, -122.340484999)"
PROSTITUTION,10/22/2013 03:10:00 AM,DEXTER AV N / THOMAS ST,-122.342385694,47.620886042,"(47.620886042, -122.342385694)"
PROSTITUTION,10/21/2013 02:07:00 AM,13XX BLOCK OF E YESLER WY,-122.314545216,47.601689481,"(47.601689481, -122.314545216)"
PROSTITUTION,10/20/2013 06:42:00 PM,94XX BLOCK OF RAINIER AV S,-122.263933862,47.519975495,"(47.519975495, -122.263933862)"
PROSTITUTION,10/19/2013 05:26:00 PM,94XX BLOCK OF RAINIER AV S,-122.263933862,47.519975495,"(47.519975495, -122.263933862)"
PROSTITUTION,10/18/2013 12:49:00 AM,N 100 ST / AURORA AV N,-122.344652477,47.701427305,"(47.701427305, -122.344652477)"
PROSTITUTION,10/18/2013 12:36:00 AM,RAINIER AV S / S CHARLES ST,-122.310152694,47.594069889,"(47.594069889, -122.310152694)"
PROSTITUTION,10/18/2013 12:08:00 AM,N 135 ST / AURORA AV N,-122.345018865,47.726857313,"(47.726857313, -122.345018865)"
PROSTITUTION,10/17/2013 11:43:00 PM,117XX BLOCK OF AURORA AV N,-122.344896098,47.717174469,"(47.717174469, -122.344896098)"
PROSTITUTION,10/17/2013 11:18:00 PM,10 AV S / S KING ST,-122.319646612,47.598347148,"(47.598347148, -122.319646612)"
PROSTITUTION,10/17/2013 11:16:00 PM,N 102 ST / AURORA AV N,-122.344670303,47.702877591,"(47.702877591, -122.344670303)"
